player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,梢,姬芽,慈,瑠璃乃,吟子,小铃,さやか,花帆,缀理
XCRX2GAFB,91,75689931935641,なる,WN5B7VKPU,きんぴられんこん,6,10,10,10,10,10,10,10,10,10
BJI9H7CC6,92,75605994446966,エイジ,KW0RM1LEP,はすっこくらぶ,6,10,10,10,10,10,10,10,10,10
W51RD80OU,93,75469207126244,赤飯のごま塩,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
V7YLMH2IY,94,75462730530810,えもりんのおなか,BKLW6CR5L,Mix鮭の空!!,10,10,10,10,10,10,10,10,10,10
M8KSSVGQS,95,75236865457532,おばすこ,BKLW6CR5L,Mix鮭の空!!,13,10,10,10,10,10,10,10,10,10
LVRF4GDVF,96,74955143112370,たぬ,VW65MCVF8,スリスリーズ,7,10,10,10,10,10,10,10,10,10
NY9X4SWNC,97,74803034539366,くりマロン,BKLW6CR5L,Mix鮭の空!!,10,10,10,10,10,10,10,10,10,10
8GYTX89XA,98,74348374277007,めぐちゃんハピバ,FVJFA973A,蓮ノ空愛好会,8,10,10,10,10,10,10,10,10,10
VCYWGAUP5,99,74316385922698,さくのえびふらい,BKLW6CR5L,Mix鮭の空!!,11,10,10,10,10,10,10,10,10,10
3T48QL4MY,100,74264747684031,るるる,11XTEEEJT,リンクラ料理部,11,10,10,10,10,10,10,10,10,10
T0AGDWEPM,101,74250852444961,姫芽党の長ゆゆ,M5LHG6R4T,乙宗動物園,4,10,10,10,10,10,10,10,10,10
V3J51SJ8F,102,73772201352251,ゆっきー,1BME38BCD,さすさやクラブ,5,10,10,10,10,10,10,10,10,10
VLVZCU5K1,103,73751515069700,ひなつき,B5V2LNN43,WMW,13,10,10,10,10,10,10,10,10,10
W4E0R6NA9,104,73709661612343,のぞみのクロミツ,BKLW6CR5L,Mix鮭の空!!,12,10,10,10,10,10,10,10,10,10
P73RHEK4C,105,73560335046746,ゆあちゃ,KW0RM1LEP,はすっこくらぶ,6,10,10,10,10,10,10,10,10,10
ROKS5RRX4,106,73452807908299,れんこん,BKLW6CR5L,Mix鮭の空!!,11,10,10,10,10,10,10,10,10,10
ME00V6X4B,107,73430527344081,勝利丸我零手,BKLW6CR5L,Mix鮭の空!!,10,10,10,10,10,10,10,10,10,10
22F9H0NK0,108,73333005371224,かじみん,JTX1G19BP,さやかほ癒し会,10,10,10,10,10,10,10,10,10,10
4KFUM6ADN,109,73289644177910,ねくすと,M5LHG6R4T,乙宗動物園,6,10,10,10,10,10,10,10,10,10
AL804BYBX,110,73200577040643,はなぶさ,YE7CX8RNP,能京カバディ部,10,10,10,10,10,10,10,10,10,10
8JKPKHDHC,111,73069902587624,2252,EYN9H9N16,蓮星学園,13,10,10,10,10,10,10,10,10,10
KSVQ1ADIM,112,73020384308509,もぐなむ,MAJT0THVB,めぐちゃんはぴば,3,10,10,10,10,10,10,10,10,10
AKMY82517,113,73015975230947,いずのあいさん,VW65MCVF8,スリスリーズ,13,10,10,10,10,10,10,10,10,10
72SX1Q0B7,114,72990631490140,ティーケー,YE7CX8RNP,能京カバディ部,5,10,10,10,10,10,10,10,10,10
RND3BA6Q4,115,72833764703531,あゆ,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
1FO8RWDNB,116,72628446771754,色違いスターミー,YE7CX8RNP,能京カバディ部,9,10,10,10,10,10,10,10,10,10
LP0BEDRF6,117,72558046143091,ランチプレート,EYN9H9N16,蓮星学園,5,10,10,10,10,10,10,10,10,10
RKVK0YI1L,118,72510280915631,ガチおぢ,1BME38BCD,さすさやクラブ,13,10,10,10,10,10,10,10,10,10
CH6EH94XB,119,72300226594559,ばやしこーと,VW65MCVF8,スリスリーズ,5,10,10,10,10,10,10,10,10,10
9RV301LEB,120,71962360522276,いもむし,GXR6C85BT,花帆ちゃん親衛隊,7,10,10,10,10,10,10,10,10,10
935BA0WHY,121,71962187681497,にむ,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
8DV5XX99R,122,71788225510464,あぐ゛,25PMPEMG7,星见制作,3,10,10,10,10,10,10,10,10,10
4W6BIX284,123,71675486712411,リリィ♡,FK5MUK0ET,くる♡すきクラブ,13,10,10,10,10,10,10,10,10,10
8ZJCO1B8D,124,71586098414155,ガラクタうどん,VW65MCVF8,スリスリーズ,6,10,10,10,10,10,10,10,10,10
42J4J5OSG,125,71569033493599,ハラシヨ,W26TRPM1R,めぐ党藤島派,14,10,10,10,10,10,10,10,10,10
8OJ4K93MD,126,71469145385446,コロ,HBUK6F7CC,乙宗梢なりきり部,9,10,10,10,10,10,10,10,10,10
M3ANWTEQ1,127,71461492528407,"甘野老oNM,",73CBYJYB0,"oNM,",7,10,10,10,10,10,10,10,10,10
K9XRZKF6W,128,71379906143737,凰沐,MAJT0THVB,めぐちゃんはぴば,8,10,10,10,10,10,10,10,10,10
W0WYHMBR4,129,71328771149373,リョータ,3BDTCERX6,打ち返した流れ星,3,10,10,10,10,10,10,10,10,10
GTVU8FY2P,130,71308698938571,963^3x2,FK5MUK0ET,くる♡すきクラブ,5,10,10,10,10,10,10,10,10,10
TW9L2LKS7,131,71294046847263,日本エア時計学会,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
INAGE6AD9,132,71230105578558,halxiel,X34LWGL6R,サークル2,4,10,10,10,10,10,10,10,10,9
K137HR419,133,71172714339491,しょうご,VW65MCVF8,スリスリーズ,10,10,10,10,10,10,10,10,10,10
4L6ELEBZY,134,71120514836496,私を叶える物語,BKLW6CR5L,Mix鮭の空!!,14,10,10,10,10,10,10,10,10,10
JC33CNHML,135,70863506412837,カスかす,PBRDPWEY1,村村会,3,10,10,10,10,10,10,10,10,10
67GP30NUW,136,70790392614815,yuba,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
80YJPN7V1,137,70696926354951,シガナ,25PMPEMG7,星见制作,1,10,10,10,10,10,10,10,10,10
ON66GC85Z,138,70588605969821,ミツボシ,JTX1G19BP,さやかほ癒し会,14,10,10,10,10,10,10,10,10,10
70NE2637U,139,70508393458975,りふいっと,BKLW6CR5L,Mix鮭の空!!,2,10,10,10,10,10,10,10,10,10
8W61A02JJ,140,70437506386922,ごんべん京,W3YKKRWHG,ルリと愉快な一家,2,10,10,10,10,10,10,10,10,10
J5GI3NA6M,141,70417937113054,林檎林檎アップル,GXR6C85BT,花帆ちゃん親衛隊,15,10,10,10,10,10,10,10,10,10
KMUYDNERU,142,70300227280329,ゆうし,FC8NBAJBT,ラー麺二郎金沢店,13,10,10,10,10,10,10,10,10,10
DPQ6HPBXJ,143,70256665439480,黒い秋,49AMYCXCD,ルドベキア,3,10,10,10,10,10,10,10,10,10
KWSACZISO,144,70179911211632,すずき,CTW8DKV5P,まったり,15,10,10,10,10,10,10,10,10,10
IMAK5NFHF,145,70174347385692,能京9番 よもぎ,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
CRBY4XCB9,146,70174329288921,すべゆるお,VW65MCVF8,スリスリーズ,7,10,10,10,10,10,10,10,10,10
HF5CLQ1F8,147,70050549833183,すがぽん,M5LHG6R4T,乙宗動物園,5,10,10,10,10,10,10,10,10,10
JAG81QH05,148,70021106488078,たらみ,GXR6C85BT,花帆ちゃん親衛隊,3,10,10,10,10,10,10,10,10,10
1Y0XFNNDJ,149,70011718594960,めぐちゃんハピバ,EYN9H9N16,蓮星学園,9,10,10,10,10,10,10,10,10,10
OZHGPXIGS,150,69846669547423,まるごとみなみ,WN5B7VKPU,きんぴられんこん,7,10,10,10,10,10,10,10,10,10
EEODMO0PN,151,69751974945031,kazami,VW65MCVF8,スリスリーズ,6,10,10,10,10,10,10,10,10,10
CCQ5QCTL1,152,69726662933312,琥珀,GMEF2K8DL,花咲く泥も好き²,6,10,10,10,10,10,10,10,10,10
152BPF239,153,69665314049174,たると,YE7CX8RNP,能京カバディ部,3,10,10,10,10,10,10,10,10,10
U8OROTM2Y,154,69628811438606,なってしまった！,YCTM6RYDP,金沢おでん同好会,9,10,10,10,10,10,10,10,10,10
74NVPKIGI,155,69589620460353,"なめろうoNM,",73CBYJYB0,"oNM,",7,10,10,10,10,10,10,10,10,10
HGC8Y4QUS,156,69578723502259,もがの,0UT59MJ8U,かほすこ同好会,4,10,10,9,10,10,10,10,10,10
JFND2KZVS,157,69536316817856,ルビジウム,FVJFA973A,蓮ノ空愛好会,10,10,10,10,10,10,10,10,10,10
BJ2YEFM93,158,69293483629653,テンババア,EYN9H9N16,蓮星学園,3,10,10,10,10,10,10,10,10,10
1AZ5EJR7Z,159,68930362117145,Inahime,X7C21B7H7,泥,4,10,10,10,10,10,10,10,10,10
12Y4UB4XJ,160,68850106473070,かぴたる,49AMYCXCD,ルドベキア,10,10,10,10,10,10,10,10,10,10
V578L0R6J,161,68774972058180,mion,AXG81GPMP,蓮ノ空マタギ部,2,10,10,10,10,10,10,10,10,10
QKGZEPZSH,162,68771880012473,敲可愛的酒瓶子,MAJT0THVB,めぐちゃんはぴば,10,10,10,10,10,10,10,10,10,10
P4ZNDWHDA,163,68721036986694,どんき,GXR6C85BT,花帆ちゃん親衛隊,10,10,10,10,10,10,10,10,10,10
838S79KWG,164,68573239481283,紅蓮の破壊神,BKLW6CR5L,Mix鮭の空!!,5,10,10,10,10,10,10,10,10,10
RV0TDDA7D,165,68385517797954,ブリてっか,BKLW6CR5L,Mix鮭の空!!,5,10,10,10,10,10,10,10,10,10
DT57UE7NP,166,68376912057262,たま,3BE2RELRC,見晴台,2,10,10,10,10,10,10,10,10,10
VDNBJFHAE,167,68111517875223,稲妻葵,FVJFA973A,蓮ノ空愛好会,8,10,10,10,10,10,10,10,10,10
TXTPD6OZ9,168,68086238282848,stella,BKLW6CR5L,Mix鮭の空!!,7,10,10,10,10,10,10,10,10,10
ZAHTN08A4,169,68055647046442,まいにち,WTJV514G9,蓮ノ空のお弁当屋,5,10,10,10,10,10,10,10,10,10
CX5BX990E,170,68010387913823,フツ奴,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
MTS3N3QJK,171,67978858789652,rifotaku,D5A2EEG7F,わたくしは大丈部,11,10,10,10,10,10,10,10,10,10
XB2VHAJYV,172,67903806524818,まさお,GMEF2K8DL,花咲く泥も好き²,3,10,10,10,10,10,10,10,10,10
84U35FCIX,173,67830803638843,じゃじゃ,YCTM6RYDP,金沢おでん同好会,7,10,10,10,10,10,10,10,10,10
MGGGX0GH1,174,67818167972607,石もふ,VW65MCVF8,スリスリーズ,12,10,10,10,10,10,10,10,10,10
NJ5M5IZWU,175,67801230713540,まき,R1RM3X0WV,後方腕組みオタク,3,10,10,10,10,10,10,10,10,10
0GWYFP0AP,176,67615280012107,あお2,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
MY9GFUXVC,177,67434450663239,きっくー,BKLW6CR5L,Mix鮭の空!!,6,10,10,10,10,10,10,10,10,10
2KPFCFVJ0,178,67326601074016,リセット,MAJT0THVB,めぐちゃんはぴば,0,10,10,10,10,10,10,10,10,10
5LL48ARPU,179,67299586549192,シュウ,BKLW6CR5L,Mix鮭の空!!,13,10,10,10,10,10,10,10,10,10
64M70NFSR,180,67003176630034,ぎんこたむ,VW65MCVF8,スリスリーズ,10,10,10,10,10,10,10,10,10,10
VVRBWNSVQ,181,66696419792699,かんべえ,WN5B7VKPU,きんぴられんこん,8,10,10,10,10,10,10,10,10,10
45NY6HUBX,182,66649054886525,かいこ,25PMPEMG7,星见制作,2,10,10,10,10,10,10,10,10,10
X0GQORFOT,183,66616477969117,灼熱カバディ完結,YE7CX8RNP,能京カバディ部,10,10,10,10,10,10,10,10,10,10
845LY9UX1,184,66471109704377,鈴木さつき,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
QUQRGUWJL,185,66371378158811,にしおり,F2CFWVMY9,藤島め組,9,10,10,10,10,10,10,10,10,10
LQEN0GFVZ,186,66293086470686,ごろーざ,FVJFA973A,蓮ノ空愛好会,5,10,10,10,10,10,10,10,10,10
8E70ID58F,187,66198827215660,あるとす,WN5B7VKPU,きんぴられんこん,7,10,10,10,10,10,10,10,10,10
76L1SWWX0,188,66059660781238,カプ・デカホ,GXR6C85BT,花帆ちゃん親衛隊,8,10,10,10,10,10,10,10,10,10
C8J195ETT,189,66046584715014,Ayumu,MAJT0THVB,めぐちゃんはぴば,9,10,10,10,10,10,10,10,10,10
K72PH1O9S,190,65941612522487,わっぴ,9VVUHVLTK,はすのひよこ,7,10,10,10,10,10,10,10,10,10
Y2LLTQ4MF,191,65927274284116,Lautrum,M5LHG6R4T,乙宗動物園,14,10,10,10,10,10,10,10,10,10
91HY4FXBS,192,65749632053942,なぎのおみあし,BKLW6CR5L,Mix鮭の空!!,4,10,10,10,10,10,10,10,10,10
J4NN3D06A,193,65702722187305,斯波,FVJFA973A,蓮ノ空愛好会,9,10,10,10,10,10,10,10,10,10
X8CGHMUJO,194,65564623244826,さか,RFYKY8DCD,LA.LA.LA,13,10,10,10,10,10,10,10,10,10
H4CWPEX7A,195,65528384391104,カイ,GXR6C85BT,花帆ちゃん親衛隊,6,10,10,10,10,10,10,10,10,10
49TUEFEKF,196,65498069386814,もふもふまじん再,V6VCA0C4N,ドル家の『D』,12,10,10,10,10,10,10,10,10,10
JNM0HFUXA,197,65396304551309,唯,MAJT0THVB,めぐちゃんはぴば,2,10,10,10,10,10,10,10,10,10
5K59F4UVE,198,65340428393707,ガチャ至上主義,MAJT0THVB,めぐちゃんはぴば,2,10,10,10,10,10,10,10,10,10
7XT268BWG,199,65322844488683,冬はこずめぐ,FVJFA973A,蓮ノ空愛好会,7,10,10,10,10,10,10,10,10,10
01F0ML4X6,200,65245494922385,TM,PPAHU1TNY,蓮ノ空のんびり部,3,10,10,10,10,10,10,10,10,10
C9325WMEN,201,65206835394239,パラソーシャル,PBRDPWEY1,村村会,0,10,10,10,10,10,10,10,10,10
VG14SJGHN,202,65180563191471,りょっぴー,FC8NBAJBT,ラー麺二郎金沢店,4,10,10,10,10,10,10,10,10,10
QH44G80K9,203,65159948296949,ぱとんく,11XTEEEJT,リンクラ料理部,7,10,10,10,10,10,10,10,10,10
L2DNOMKBV,204,65045505444205,レーン,0TKFF5EG3,サークル名募集中,5,10,10,10,10,10,10,10,10,10
0G5LN9DZ8,205,65017770845142,抹茶,FVJFA973A,蓮ノ空愛好会,13,8,10,10,8,10,10,10,10,9
6W15T8F42,206,65007042642657,しう,PBRDPWEY1,村村会,12,10,10,10,10,10,10,10,10,10
FN9BYATDE,207,64943877681360,EVO,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
E60YJ59TP,208,64780046685872,ロレ,VW65MCVF8,スリスリーズ,9,10,10,10,10,10,10,10,10,10
5GUR9X53N,209,64771100190623,すてぽ,2B97MH4YA,同じ話し何回も…,3,10,10,10,10,10,10,10,10,10
K8XEDFZF2,210,64639234191696,だいこんばたけ,8R49BTWW6,蓮女お嬢様クラブ,8,10,10,10,10,10,10,10,10,10
NFXWH51T4,211,64610367423150,そら,KT4C59NXG,めぐ島,1,10,10,10,10,10,10,10,10,10
LD542Q15X,212,64581522169590,よぜ,YDYH4VRRP,レンクウ,6,10,10,10,10,10,10,10,10,10
P4LVRKG9L,213,64579382052366,月見海月,RFYKY8DCD,LA.LA.LA,8,10,10,10,10,10,10,10,10,10
ZHVYQOXPW,214,64547704267254,たかやん,VW65MCVF8,スリスリーズ,14,10,10,10,10,10,10,10,10,10
KOKTCEUS1,215,64497754046901,にんじんソード,1BME38BCD,さすさやクラブ,3,10,10,10,10,10,10,9,10,10
7YZUF27YY,216,64439139809032,ユウキ,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
OOC27PRN6,217,64293003772173,リリィ,DH6C5B7WF,蓮ノ空FC,1,10,10,10,10,10,10,10,10,10
8DSWY1SNL,218,64155848246961,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,10,10,10,10,10,10,10,10,10,10
R41E9H88J,219,64145055519716,Uすず,V6DV6KETG,梢好き好きクラブ,0,10,10,10,10,10,10,10,10,10
Q2MYOIEZV,220,64141489362952,Ey,MAJT0THVB,めぐちゃんはぴば,7,10,10,10,10,10,10,10,10,10
BYUQ1C0VJ,221,64102060152820,かわしゅん,PBRDPWEY1,村村会,4,10,10,10,10,10,10,10,10,10
TQX0EQZK8,222,64070309412160,そらた,W26TRPM1R,めぐ党藤島派,10,10,10,10,10,10,10,10,10,10
