player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,瑠璃乃,吟子,姬芽,慈,缀理,梢,さやか,花帆,小铃
IMAK5NFHF,200,407275356810003,よもぎ,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
QTHXHSE6U,201,406818860727496,總想要,EYN9H9N16,蓮好好俱樂部,8,10,10,10,10,10,10,10,10,10
LKY79HKFR,202,406563492600135,しらす,FVJFA973A,蓮ノ空愛好会,5,10,10,10,10,10,10,10,10,10
VDNBJFHAE,203,405009489711942,稲妻葵,FVJFA973A,蓮ノ空愛好会,8,10,10,10,10,10,10,10,10,10
BJ2YEFM93,204,404711603438379,テンババア,EYN9H9N16,蓮好好俱樂部,3,10,10,10,10,10,10,10,10,10
91HY4FXBS,205,404636208315569,結ばれる想い,BKLW6CR5L,混合三文魚天空!,4,10,10,10,10,10,10,10,10,10
64M70NFSR,206,403474973844295,擦擦者達 因幡,VW65MCVF8,擦擦者達,10,10,10,10,10,10,10,10,10,10
RND3BA6Q4,207,403430303030732,あゆ,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
7VGVR7YBY,208,403357556902764,BANGYOUグ,FVJFA973A,蓮ノ空愛好会,12,10,10,10,10,10,10,10,10,10
845LY9UX1,209,402943604278169,鈴木さつき,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
8HYVGQUX7,210,399948556810012,まさき,CXG25026E,泥のみんなS,12,10,10,10,10,10,10,10,10,10
H4CWPEX7A,211,399504274454364,カイ,GXR6C85BT,花帆ちゃん親衛隊,6,10,10,10,10,10,10,10,10,10
ONG0YLGRM,212,399282273352679,でぇーき@めぐ党,11FB0EDDT,スクステ同好会,7,10,10,10,10,10,10,10,10,10
TXTPD6OZ9,213,398949369878214,stella,BKLW6CR5L,混合三文魚天空!,7,10,10,10,10,10,10,10,10,10
4FGPNYMSS,214,398902012114604,てんよし,VW65MCVF8,擦擦者達,8,10,10,10,10,10,10,10,10,10
ROKS5RRX4,215,398689107986601,れんこん,BKLW6CR5L,混合三文魚天空!,11,10,10,10,10,10,10,10,10,10
49TUEFEKF,216,398540378417890,もふもふまじん再,V6VCA0C4N,ドル家の『D』,12,10,10,10,10,10,10,10,10,10
HGC8Y4QUS,217,396940124589610,もがの,0UT59MJ8U,かほすこ同好会,4,10,10,10,10,10,10,10,10,10
ZHVYQOXPW,218,396647543889044,擦擦者達　高楊,VW65MCVF8,擦擦者達,14,10,10,10,10,10,10,10,10,10
1AZ5EJR7Z,219,395595123565694,Inahime,X7C21B7H7,泥,4,10,10,10,10,10,10,10,10,10
OOC27PRN6,220,395268759602652,リリィ,DH6C5B7WF,蓮ノ空FC,1,10,10,10,10,10,10,10,10,10
0GWYFP0AP,221,394518714301919,あお2,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
K8XN5UVA3,222,394490909130624,ツインドアノブ,W26TRPM1R,めぐ党藤島派,2,10,10,10,10,10,10,10,10,10
NJ5M5IZWU,223,394139048916866,まき,R1RM3X0WV,後方腕組みオタク,3,10,10,10,10,10,10,10,10,10
01F0ML4X6,224,394119199366112,TM,PPAHU1TNY,蓮ノ空のんびり部,3,10,10,10,10,10,10,10,10,10
