player_id,player_name,search_guild_key,guild_name,DR数量,rank, point , 结算前A分数 , 结算前A RANK , 结算前B分数 , 结算前B RANK , 结算前C分数 , 结算前C RANK ,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
IMAK5NFHF,よもぎ,YE7CX8RNP,蓮ノ大三十角ex,16,15," 25,330,000 "," 756,432,816,065,132 ", 31 ," 634,746,331,736,014 ", 50 ," 662,459,125,516,714 ", 36 ,10,10,10,10,10,10,10,10,80
L8VJOGDKM,まる,M5LHG6R4T,乙宗家執事連合会,16,16," 25,285,000 "," 756,497,444,724,086 ", 30 ," 661,308,451,607,811 ", 5 ," 707,132,850,771,825 ", 3 ,10,10,10,10,10,10,10,10,80
X0N1L475X,ぼた餅,PBRDPWEY1,村村会,15,17," 25,265,000 "," 779,084,334,624,520 ", 4 ," 653,059,196,837,626 ", 14 ," 659,955,802,175,345 ", 39 ,10,10,10,10,10,10,10,10,80
9L52YPRA1,ハミングバード,PBRDPWEY1,村村会,7,18," 25,255,000 "," 778,292,215,860,615 ", 6 ," 652,361,594,726,157 ", 17 ," 670,171,684,479,093 ", 29 ,10,10,10,10,10,10,10,10,80
6NJM4GUG6,Sea,M5LHG6R4T,乙宗家執事連合会,9,19," 25,220,000 "," 776,510,221,032,592 ", 10 ," 665,461,171,777,909 ", 4 ," 694,074,121,330,196 ", 9 ,10,10,10,10,10,10,10,10,80
NT480V79A,ゆざくら,PBRDPWEY1,村村会,16,19," 25,220,000 "," 703,700,950,865,165 ", 101 ," 649,255,236,224,374 ", 23 ," 697,969,664,091,433 ", 8 ,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,M5LHG6R4T,乙宗家執事連合会,12,21," 25,183,000 "," 778,835,611,818,346 ", 5 ," 659,611,836,554,813 ", 6 ," 653,119,172,734,996 ", 43 ,10,10,10,10,10,10,10,10,80
RKVK0YI1L,おらぴさん,1BME38BCD,さすさやクラブ,15,22," 25,175,000 "," 765,436,657,838,267 ", 24 ," 640,333,908,335,636 ", 42 ," 667,369,671,827,119 ", 31 ,10,10,10,10,10,10,10,10,80
5T57VL8MF,YNGDシン,PBRDPWEY1,村村会,14,23," 25,170,000 "," 717,538,227,402,993 ", 73 ," 655,270,657,868,617 ", 11 ," 699,611,947,070,084 ", 5 ,10,10,10,10,10,10,10,10,80
C7IMXOP79,ナーガ,M5LHG6R4T,乙宗家執事連合会,6,24," 25,140,000 "," 755,918,357,502,977 ", 32 ," 639,795,649,495,729 ", 44 ," 687,913,557,883,253 ", 15 ,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,16,25," 25,075,000 "," 775,187,005,365,415 ", 12 ," 643,482,524,919,446 ", 36 ," 679,749,559,139,413 ", 19 ,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,PBRDPWEY1,村村会,15,26," 25,055,000 "," 747,075,433,039,732 ", 41 ," 638,587,699,258,828 ", 46 ," 698,814,561,095,868 ", 6 ,10,10,10,10,10,10,10,10,80
7VE9T0CUP,むりたみ,PBRDPWEY1,村村会,16,27," 24,995,000 "," 734,164,718,692,455 ", 53 ," 643,625,112,896,204 ", 35 ," 679,524,575,997,843 ", 20 ,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,M5LHG6R4T,乙宗家執事連合会,16,28," 24,990,000 "," 773,486,311,714,569 ", 13 ," 651,083,030,843,784 ", 19 ," 556,049,536,626,104 ", 198 ,10,10,10,10,10,10,10,10,80
JLADG5GPX,うぇすとれ,PBRDPWEY1,村村会,16,29," 24,975,000 "," 752,095,704,976,456 ", 34 ," 624,355,662,566,234 ", 63 ," 682,928,290,007,196 ", 18 ,10,10,10,10,10,10,10,10,80
1P6AUGHX2,もじゃもじゃ,M5LHG6R4T,乙宗家執事連合会,15,30," 24,731,000 "," 767,038,980,565,447 ", 22 ," 655,540,245,629,513 ", 10 ," 667,724,830,421,781 ", 30 ,10,10,10,10,10,10,10,10,80
70NE2637U,りふいっと,49AMYCXCD,ルドベキア,9,31," 24,730,000 "," 764,717,896,826,705 ", 26 ," 628,000,282,234,447 ", 59 ," 616,804,876,946,975 ", 83 ,10,10,10,10,10,10,10,10,80
PLE67URFB,DasserAN,M5LHG6R4T,乙宗家執事連合会,13,32," 24,685,000 "," 770,539,910,757,168 ", 16 ," 620,406,230,332,346 ", 67 ," 633,821,543,564,382 ", 63 ,10,10,10,10,10,10,10,10,80
XTY4GG18V,こーりん,1BME38BCD,さすさやクラブ,15,33," 24,650,000 "," 712,119,742,176,372 ", 85 ," 632,775,948,921,409 ", 56 ," 683,245,260,164,200 ", 17 ,10,10,10,10,10,10,10,10,80
AFMBX6BPP,美鳩,PBRDPWEY1,村村会,13,34," 24,580,000 "," 736,341,969,441,492 ", 51 ," 634,222,178,517,132 ", 52 ," 660,071,028,583,989 ", 38 ,10,10,10,10,10,10,10,10,80
C9325WMEN,えんさどうくら,PBRDPWEY1,村村会,14,34," 24,580,000 "," 722,576,522,797,999 ", 62 ," 654,700,922,977,344 ", 12 ," 666,565,584,167,008 ", 32 ,10,10,10,10,10,10,10,10,80
CAH984HAW,be proud,M5LHG6R4T,乙宗家執事連合会,15,36," 24,546,000 "," 752,969,633,225,026 ", 33 ," 668,700,014,114,571 ", 3 ," 652,577,543,905,320 ", 44 ,10,10,10,10,10,10,10,10,80
ZYAP6N76H,ぬわぁんでよぉ,M5LHG6R4T,乙宗家執事連合会,15,37," 24,510,000 "," 763,602,842,682,693 ", 28 ," 649,603,306,650,414 ", 22 ," 645,796,392,885,421 ", 51 ,10,10,10,10,10,10,10,10,80
W4E0R6NA9,そらをとぶ,0TKFF5EG3,サークル名募集中,16,38," 24,495,000 "," 730,463,344,164,906 ", 56 ," 648,683,725,657,359 ", 24 ," 657,799,795,857,488 ", 42 ,10,10,10,10,10,10,10,10,80
NLNKEMVRB,なのはな,M5LHG6R4T,乙宗家執事連合会,13,39," 24,372,000 "," 768,976,307,394,806 ", 21 ," 650,440,498,244,181 ", 21 ," 677,285,525,100,160 ", 21 ,10,10,10,10,10,10,10,10,80
7PLTVA4SD,どんきちうどん,M5LHG6R4T,乙宗家執事連合会,4,40," 24,349,000 "," 760,851,741,419,322 ", 29 ," 651,922,078,236,757 ", 18 , - , - ,10,10,10,10,10,10,10,10,80
FM1GCQSEE,Goona,M5LHG6R4T,乙宗家執事連合会,13,41," 24,332,000 "," 730,594,182,927,944 ", 55 ," 695,411,497,031,926 ", 1 ," 605,271,948,642,509 ", 105 ,10,10,10,10,10,10,10,10,80
72CKW0EAA,にっぴー,PBRDPWEY1,村村会,12,42," 24,331,000 "," 738,418,196,768,496 ", 49 ," 644,824,796,421,656 ", 33 ," 642,606,770,816,653 ", 53 ,10,10,10,10,10,10,10,10,80
LP0BEDRF6,四ノ宮,YE7CX8RNP,蓮ノ大三十角ex,16,43," 24,305,000 "," 765,994,869,579,455 ", 23 ," 620,463,809,538,661 ", 66 ," 658,099,042,027,554 ", 41 ,10,10,10,10,10,10,10,10,80
PFE7K6YNC,テニサー幹部,M5LHG6R4T,乙宗家執事連合会,10,44," 24,265,000 "," 775,909,334,966,430 ", 11 ," 618,647,642,849,851 ", 68 ," 543,311,116,939,678 ", 222 ,10,10,10,10,10,10,10,10,80
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,16,45," 24,225,000 "," 748,587,088,114,876 ", 40 ," 645,341,213,835,579 ", 32 ," 691,683,056,977,441 ", 12 ,10,10,10,10,10,10,10,10,80
L6HBG7C3L,あまらく@,0TKFF5EG3,サークル名募集中,16,46," 24,215,000 "," 720,041,113,995,707 ", 69 ," 640,968,061,595,979 ", 41 ," 611,465,922,593,912 ", 92 ,10,10,10,10,10,10,10,10,80
OOC27PRN6,リリィ,11FB0EDDT,スクステ同好会,7,47," 24,190,000 "," 749,602,363,127,494 ", 37 ," 654,243,931,415,138 ", 13 ," 612,330,206,190,729 ", 91 ,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗家執事連合会,16,48," 24,161,000 "," 764,197,523,306,663 ", 27 ," 648,173,677,359,736 ", 27 ," 598,898,946,562,889 ", 122 ,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,1BME38BCD,さすさやクラブ,15,49," 24,113,000 "," 719,724,615,024,972 ", 70 ," 584,658,494,470,623 ", 152 ," 674,576,510,662,357 ", 24 ,10,10,10,10,10,10,10,10,80
9NMP2LJU2,くぼっち,EYN9H9N16,水すきすきクラブ,15,50," 24,083,000 "," 734,520,822,001,929 ", 52 ," 627,956,831,207,661 ", 61 ," 652,516,764,141,734 ", 45 ,10,10,10,10,10,10,10,10,80
0Y3QCF38L,be proud,M5LHG6R4T,乙宗家執事連合会,8,51," 24,078,000 "," 748,742,046,389,114 ", 39 ," 647,460,556,132,624 ", 29 ," 637,114,504,848,948 ", 59 ,10,10,10,10,10,10,10,10,80
NJ5M5IZWU,まき,M5LHG6R4T,乙宗家執事連合会,16,52," 24,075,000 "," 751,850,596,018,395 ", 35 ," 613,876,776,936,830 ", 80 ," 591,690,924,555,878 ", 133 ,10,10,10,10,10,10,10,10,80
ODE064I6J,ちあき,M5LHG6R4T,乙宗家執事連合会,12,53," 24,061,000 "," 692,448,310,075,320 ", 120 ," 642,929,400,841,238 ", 38 ," 619,305,046,208,718 ", 77 ,10,10,10,10,10,10,10,10,80
CZKJL4VOV,親戚プランタン,M5LHG6R4T,乙宗家執事連合会,15,54," 24,020,000 "," 720,223,382,839,515 ", 67 ," 626,764,646,146,523 ", 62 ," 671,175,211,072,586 ", 27 ,10,10,10,10,10,10,10,10,80
RND3BA6Q4,あゆ,49AMYCXCD,ルドベキア,15,55," 23,981,000 "," 691,047,545,876,078 ", 122 ," 617,159,578,805,176 ", 72 ," 638,045,997,416,327 ", 57 ,10,10,10,10,10,10,10,10,80
4W6BIX284,リリィ♡,FK5MUK0ET,Aq♡urs,16,56," 23,935,000 "," 715,824,315,476,755 ", 76 ," 646,487,310,927,400 ", 31 ," 671,654,230,769,623 ", 26 ,10,10,10,10,10,10,10,10,80
9ENVXR95K,マオ,M5LHG6R4T,乙宗家執事連合会,10,57," 23,927,000 "," 745,286,340,086,967 ", 43 ," 535,423,428,826,491 ", 326 ," 648,888,210,237,238 ", 48 ,10,10,10,10,10,10,10,10,80
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,16,58," 23,844,000 "," 743,490,508,936,081 ", 44 ," 604,697,581,193,637 ", 101 ," 636,609,187,434,403 ", 60 ,10,10,10,10,10,10,10,10,80
4KFUM6ADN,ねくすと,M5LHG6R4T,乙宗家執事連合会,16,59," 23,752,000 "," 743,156,889,967,214 ", 45 ," 634,490,430,149,397 ", 51 ," 648,266,188,403,391 ", 49 ,10,10,10,10,10,10,10,10,80
XEDYAEF7D,waito,PBRDPWEY1,村村会,5,60," 23,696,000 "," 728,931,107,018,929 ", 59 ," 610,747,394,985,455 ", 88 ," 651,946,896,582,928 ", 46 ,10,10,10,10,10,10,10,10,80
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,15,61," 23,423,000 "," 714,111,536,687,278 ", 81 ," 604,234,861,743,814 ", 102 ," 677,222,606,679,239 ", 22 ,10,10,10,10,10,10,10,10,80
AK6AYMM19,ごろよん,PBRDPWEY1,村村会,15,62," 23,349,000 "," 669,409,843,004,540 ", 150 ," 612,144,853,460,546 ", 84 ," 658,404,615,270,379 ", 40 ,10,10,10,10,10,10,10,10,80
J9C1NN8VB,CBCRR23,VW65MCVF8,スリスリーズ,16,63," 23,340,000 "," 665,796,645,460,374 ", 158 ," 588,383,380,101,651 ", 140 ," 639,625,983,369,844 ", 56 ,10,10,10,10,10,10,10,10,80
AJMEJX0KG,こーか,EYN9H9N16,水すきすきクラブ,16,64," 23,248,000 "," 730,024,537,763,886 ", 57 ," 631,589,117,412,469 ", 58 ," 612,626,617,418,079 ", 90 ,10,10,10,10,10,10,10,10,80
ND6DAW05J,パトリシア,M5LHG6R4T,乙宗家執事連合会,15,65," 23,232,000 "," 715,710,434,609,876 ", 77 ," 595,201,948,960,018 ", 127 ," 602,365,939,065,708 ", 111 ,10,10,10,10,10,10,10,10,80
6W15T8F42,しう,PBRDPWEY1,村村会,16,66," 23,175,000 "," 671,670,522,957,841 ", 148 ," 627,988,912,480,885 ", 60 ," 645,035,378,602,644 ", 52 ,10,10,10,10,10,10,10,10,80
TKLRD66RN,ふじー,GXR6C85BT,花帆ちゃん親衛隊,15,67," 23,133,000 "," 682,593,045,006,658 ", 132 ," 643,472,415,576,255 ", 37 ," 618,139,228,035,370 ", 79 ,10,10,10,10,10,10,10,10,80
U1IQYBNI5,通りすがりの人,49AMYCXCD,ルドベキア,13,68," 23,111,000 "," 694,712,201,914,392 ", 114 ," 600,917,123,304,723 ", 112 ," 620,010,276,368,575 ", 75 ,10,10,10,10,10,10,10,10,80
1A279T9WC,ねば,49AMYCXCD,ルドベキア,15,69," 23,089,000 "," 652,793,944,674,176 ", 187 ," 614,674,834,261,771 ", 77 ," 641,747,911,461,156 ", 54 ,10,10,10,10,10,10,10,10,80
LQEN0GFVZ,ごろーざ,WN5B7VKPU,きんぴられんこん,16,70," 23,087,000 "," 720,332,024,146,341 ", 66 ," 584,072,982,291,770 ", 154 ," 641,492,669,709,921 ", 55 ,10,10,10,10,10,10,10,10,80
UA5OC8495,zth,M5LHG6R4T,乙宗家執事連合会,16,71," 23,074,000 "," 741,740,492,514,818 ", 47 ," 622,519,311,810,839 ", 64 ," 601,038,207,862,937 ", 112 ,10,10,10,10,10,10,10,10,80
W6WFFMRAU,ほむまん,11FB0EDDT,スクステ同好会,15,72," 23,055,000 "," 721,183,320,157,096 ", 64 ," 600,268,282,000,113 ", 114 ," 624,933,726,215,525 ", 70 ,10,10,10,10,10,10,10,10,80
UYWXG3CKZ,はすた,PBRDPWEY1,村村会,16,73," 23,011,000 "," 653,290,863,187,132 ", 185 ," 610,695,450,008,226 ", 89 ," 661,172,209,201,170 ", 37 ,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,15,74," 23,002,000 "," 712,308,508,184,413 ", 84 ," 601,900,307,470,525 ", 109 ," 623,276,489,448,257 ", 72 ,10,10,10,10,10,10,10,10,80
OWS2KA4SW,ごみょ,49AMYCXCD,ルドベキア,15,75," 22,986,000 "," 700,192,457,695,185 ", 107 ," 607,667,268,271,817 ", 97 ," 610,259,952,250,397 ", 95 ,10,10,10,10,10,10,10,10,80
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,16,76," 22,985,000 "," 725,091,832,640,808 ", 61 ," 613,705,164,090,966 ", 81 ," 615,729,512,400,600 ", 84 ,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,水すきすきクラブ,15,77," 22,937,000 "," 710,737,947,179,370 ", 88 ," 633,880,763,146,139 ", 53 ," 575,926,856,217,573 ", 162 ,10,10,10,10,10,10,10,10,80
WCN6J32TG,しみちゃん,0TKFF5EG3,サークル名募集中,15,78," 22,935,000 "," 714,473,499,892,674 ", 80 ," 648,119,830,124,806 ", 28 ," 594,290,727,338,727 ", 131 ,10,10,10,10,10,10,10,10,80
Y2LLTQ4MF,Lautrum,M5LHG6R4T,乙宗家執事連合会,16,79," 22,905,000 "," 715,415,577,483,884 ", 78 ," 591,481,251,411,382 ", 136 ," 635,404,161,734,463 ", 62 ,10,10,10,10,10,10,10,10,80
8GYTX89XA,日野下梢,PBRDPWEY1,村村会,15,80," 22,902,000 "," 698,747,694,569,348 ", 109 ," 632,196,911,646,500 ", 57 ," 651,946,271,729,834 ", 47 ,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,15,81," 22,894,000 "," 662,939,421,959,498 ", 166 ," 610,766,938,193,197 ", 87 ," 617,458,737,965,225 ", 81 ,10,10,10,10,10,10,10,10,80
KBI8MUTYD,まけれれ,EYN9H9N16,水すきすきクラブ,15,82," 22,892,000 "," 736,580,447,647,706 ", 50 ," 617,392,081,592,520 ", 71 ," 588,064,804,740,859 ", 139 ,10,10,10,10,10,10,10,10,80
W0WYHMBR4,リョータ,49AMYCXCD,ルドベキア,15,83," 22,884,000 "," 777,550,767,584,503 ", 9 ," 562,506,775,373,661 ", 215 ," 621,359,596,708,487 ", 73 ,10,10,10,10,10,10,10,10,80
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,10,84," 22,870,000 "," 710,872,206,929,605 ", 87 ," 611,216,548,643,949 ", 86 ," 597,796,988,951,467 ", 126 ,10,10,10,10,10,10,10,10,80
HU55NKXPK,たっち,EYN9H9N16,水すきすきクラブ,16,85," 22,839,500 "," 719,035,572,636,654 ", 71 ," 122,772,099,390 "," 9,404 "," 587,020,788,149,681 ", 140 ,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,水すきすきクラブ,16,86," 22,733,000 "," 619,571,772,226,946 ", 294 ," 644,214,114,477,889 ", 34 ," 613,793,286,075,733 ", 86 ,10,10,10,10,10,10,10,10,80
7YZUF27YY,ユウキ,11FB0EDDT,スクステ同好会,15,87," 22,717,000 "," 718,068,311,675,370 ", 72 ," 633,506,396,945,028 ", 55 ," 626,044,637,027,802 ", 68 ,10,10,10,10,10,10,10,10,80
7XT268BWG,夏はこずめぐ,EYN9H9N16,水すきすきクラブ,16,88," 22,660,000 "," 686,748,017,882,913 ", 127 ," 614,556,713,198,671 ", 78 ," 588,482,375,852,751 ", 137 ,10,10,10,10,10,10,10,10,80
1FREY7CCF,ぱむぱむ,HE0GK3EPE,瑞蓮プロカ倶楽部,15,89," 22,622,000 "," 746,722,789,446,163 ", 42 ," 571,742,677,200,702 ", 184 ," 666,203,744,576,225 ", 34 ,10,10,10,10,10,10,10,10,80
FDXBWBH2B,あおっち,11FB0EDDT,スクステ同好会,1,90," 22,560,000 "," 641,373,391,237,622 ", 221 ," 614,765,136,217,992 ", 76 ," 608,771,030,053,794 ", 101 ,10,10,10,10,10,10,10,10,80
TUHKRV0IW,ポン,EYN9H9N16,水すきすきクラブ,16,91," 22,550,000 "," 725,125,879,100,323 ", 60 ," 610,683,039,512,303 ", 90 ," 599,101,311,133,889 ", 120 ,10,10,10,10,10,10,10,10,80
CPU567Q5P,あいざっく,8M6UDX260,ぽけもん好き,4,92," 22,549,000 "," 731,934,734,681,867 ", 54 ," 613,029,440,271,307 ", 83 ," 584,743,388,323,653 ", 144 ,10,10,10,10,10,10,10,10,80
Z4TLWEM1D,ちびこま,YE7CX8RNP,蓮ノ大三十角ex,12,93," 22,531,000 "," 639,593,124,619,316 ", 225 ," 601,079,596,214,703 ", 110 ," 606,061,257,530,282 ", 104 ,10,10,10,10,10,10,10,10,80
MHUB8095B,どらろー,25PMPEMG7,星見プロ,15,94," 22,527,000 "," 740,518,064,992,228 ", 48 ," 574,451,272,261,292 ", 178 ," 666,225,165,474,502 ", 33 ,10,10,10,10,10,10,10,10,80
AL804BYBX,はなぶさ,YE7CX8RNP,蓮ノ大三十角ex,16,95," 22,525,000 "," 705,231,196,872,714 ", 96 , - , - ," 600,345,543,750,963 ", 117 ,10,10,10,10,10,10,10,10,80
V8AFKEXP8,幻,R181MKNX1,みらくらは人生！,15,96," 22,524,000 "," 640,528,251,570,620 ", 223 ," 614,182,618,111,598 ", 79 ," 608,654,309,279,182 ", 102 ,10,10,10,10,10,10,10,10,80
56DXP4XGM,hΛЯu,11FB0EDDT,スクステ同好会,10,97," 22,510,000 "," 717,197,931,624,793 ", 74 ," 608,369,222,367,509 ", 95 ," 625,343,040,271,712 ", 69 ,10,10,10,10,10,10,10,10,80
8DSWY1SNL,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,16,98," 22,479,000 "," 663,075,437,616,405 ", 165 ," 576,005,616,909,442 ", 171 ," 617,160,289,360,108 ", 82 ,10,10,10,10,10,10,10,10,80
KYXUCDX5P,米豆梨（みどり）,9YM3DBTB7,泥民館,9,99," 22,462,000 "," 709,020,145,984,242 ", 93 ," 594,638,120,128,424 ", 128 , - , - ,10,10,10,10,10,10,10,10,80
B424J17UB,ギンッカ,EYN9H9N16,水すきすきクラブ,16,100," 22,436,000 "," 713,178,431,358,335 ", 82 ," 606,794,920,067,648 ", 99 ," 598,003,097,962,142 ", 124 ,10,10,10,10,10,10,10,10,80
3Q65ASSTC,ほうがく,YE7CX8RNP,蓮ノ大三十角ex,15,101," 22,388,000 "," 701,075,826,330,423 ", 105 ," 571,733,553,791,114 ", 185 ," 631,452,605,569,732 ", 64 ,10,10,10,10,10,10,10,10,80
L0HOC7EEE,子犬,YE7CX8RNP,蓮ノ大三十角ex,5,102," 22,338,000 "," 622,460,838,709,141 ", 283 ," 568,477,367,548,123 ", 194 ," 629,631,750,995,768 ", 66 ,10,10,10,10,10,10,10,10,80
BCUBTG3Y4,ノノ,B5V2LNN43,WMW,14,103," 22,327,000 "," 678,715,394,452,569 ", 137 ," 610,493,206,170,411 ", 91 ," 603,753,349,291,921 ", 109 ,10,10,10,10,10,10,10,10,80
BJ2YEFM93,テンババア,EYN9H9N16,水すきすきクラブ,15,104," 22,287,000 "," 722,490,181,046,228 ", 63 ," 602,847,238,981,376 ", 106 ," 546,679,551,578,316 ", 215 ,10,10,10,10,10,10,10,10,80
TXTPD6OZ9,stella,M5LHG6R4T,乙宗家執事連合会,15,105," 22,258,000 "," 709,005,374,885,587 ", 94 ," 577,704,755,196,660 ", 168 ," 636,217,647,800,073 ", 61 ,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,9,106," 22,252,000 "," 703,050,165,575,854 ", 103 ," 603,222,875,366,460 ", 105 ," 600,489,796,227,095 ", 116 ,10,10,10,10,10,10,10,10,80
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,15,107," 22,190,000 "," 712,530,005,270,093 ", 83 ," 569,142,175,554,204 ", 193 ," 615,461,357,945,314 ", 85 ,10,10,10,10,10,10,10,10,80
8Q0P3A5Y5,よしお,CM5THHYHB,「」ノ空だけれど,16,108," 22,140,000 "," 720,644,614,826,308 ", 65 ," 558,317,448,345,390 ", 236 ," 612,902,478,326,947 ", 89 ,10,10,10,10,10,10,10,10,80
49TUEFEKF,もふもふまじん,V6VCA0C4N,ドル家の『D』,15,109," 22,134,000 "," 711,044,919,652,415 ", 86 ," 613,643,865,506,062 ", 82 ," 589,641,777,691,770 ", 135 ,10,10,10,10,10,10,10,10,80
OJ8LRLQKO,抹茶あいす,1DU9LCND7,蓮ノ空すこやか部,16,110," 22,111,000 "," 649,467,928,282,342 ", 198 ," 565,898,277,899,587 ", 204 ," 620,275,607,351,781 ", 74 ,10,10,10,10,10,10,10,10,80
L5FWMMCWN,マナト,PBRDPWEY1,村村会,9,111," 22,050,000 "," 689,247,489,589,082 ", 124 ," 596,451,097,580,520 ", 124 ," 590,698,555,760,891 ", 134 ,10,10,10,10,10,10,10,10,80
QUQRGUWJL,にしおり,49AMYCXCD,ルドベキア,16,112," 22,049,000 "," 696,578,092,896,846 ", 111 ," 600,961,727,997,214 ", 111 ," 599,371,294,717,572 ", 119 ,10,10,10,10,10,10,10,10,80
9MA0T8B65,たな,11FB0EDDT,スクステ同好会,5,113," 22,015,000 "," 707,384,013,410,235 ", 95 ," 580,700,252,719,170 ", 162 ," 619,751,967,448,820 ", 76 ,10,10,10,10,10,10,10,10,80
84CN09DR5,むすび,0TKFF5EG3,サークル名募集中,14,114," 22,001,000 "," 657,823,100,382,764 ", 179 ," 618,242,260,697,108 ", 69 ," 609,735,790,149,964 ", 98 ,10,10,10,10,10,10,10,10,80
5GUR9X53N,すてぽ,2B97MH4YA,同じ話し何回も…,15,115," 21,999,000 "," 650,947,352,604,315 ", 195 ," 592,359,171,478,507 ", 133 ," 588,796,468,487,006 ", 136 ,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,16,116," 21,978,000 "," 742,649,972,501,528 ", 46 ," 569,964,543,674,146 ", 190 ," 599,776,174,214,939 ", 118 ,10,10,10,10,10,10,10,10,80
