player_id,player_name,search_guild_key,guild_name,DR数量,rank,point, 结算前A分数 , 结算前A RANK , 结算前B分数 , 结算前B RANK , 结算前C分数 , 结算前C RANK , 结算前音游分数 , 结算前音游 rank ,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
R3YC2XYYZ,秋,3F9P3U95T,ଳ天地鱏明の空ଳ,15,14,35055000," 5,312,369,962,885 ", 7 ," 5,449,954,082,708 ", 16 ," 2,125,041,206,355 ", 11 ," 1,201,237,986 "," 1,198 ",10,10,10,10,10,10,10,10,80
OZHGPXIGS,まるごとみなみ,WN5B7VKPU,きんぴられんこん,17,15,34950000," 4,461,510,204,192 ", 65 ," 5,114,881,747,527 ", 60 ," 1,821,283,330,576 ", 51 ," 14,603,231,855 ", 8 ,10,10,10,10,10,10,10,10,80
A172AA7DD,にしん,3F9P3U95T,ଳ天地鱏明の空ଳ,9,16,34940000," 5,244,657,756,765 ", 9 ," 5,493,049,296,053 ", 8 ," 2,202,549,734,669 ", 4 , - , - ,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,3F9P3U95T,ଳ天地鱏明の空ଳ,17,17,34920000," 5,343,122,750,056 ", 6 ," 5,445,616,561,637 ", 17 ," 2,152,405,848,550 ", 7 , - , - ,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,16,18,34845000," 3,725,383,078,666 ", 160 ," 5,160,199,401,863 ", 55 ," 1,702,896,645,180 ", 84 ," 14,472,019,095 ", 9 ,10,10,10,10,10,10,10,10,80
U0L572GGD,ガリィ,F2CFWVMY9,藤島め組,16,18,34845000," 3,444,303,903,924 ", 206 ," 4,252,659,608,040 ", 155 ," 1,284,293,132,649 ", 316 ," 15,377,817,749 ", 1 ,10,10,10,10,10,10,10,10,80
Z55OCBCZ1,すこや,RFYKY8DCD,LA.LA.LA,15,20,34710000," 1,453,841,489,788 "," 1,273 "," 1,935,043,740,867 "," 1,014 "," 1,247,422,004,062 ", 354 ," 13,677,204,583 ", 16 ,10,10,10,10,10,10,10,10,80
9L52YPRA1,ハミングバード,3F9P3U95T,ଳ天地鱏明の空ଳ,7,21,34700000," 5,292,574,077,544 ", 8 ," 5,392,414,646,476 ", 29 ," 2,102,057,082,528 ", 15 ," 10,270,154,357 ", 55 ,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,15,22,34639000," 5,165,538,219,482 ", 14 ," 5,479,925,325,320 ", 12 ," 1,887,243,691,767 ", 32 ," 14,468,290,880 ", 10 ,10,10,10,10,10,10,10,10,80
RKVK0YI1L,おらぴさん,1BME38BCD,さすさやクラブ,15,23,34545000," 4,448,040,824,948 ", 66 ," 5,151,413,427,729 ", 56 ," 1,693,066,079,798 ", 91 ," 13,550,013,085 ", 17 ,10,10,10,10,10,10,10,10,80
64M70NFSR,もちもちの木,YE7CX8RNP,蓮ノ大三十角ex,15,24,34500000," 2,601,961,861,772 ", 518 ," 4,676,918,689,160 ", 96 ," 1,440,809,975,666 ", 198 ," 13,860,536,646 ", 15 ,10,10,10,10,10,10,10,10,80
0Y3QCF38L,月よみくらげ,M5LHG6R4T,乙宗動物園,12,25,34450000," 5,442,298,388,457 ", 2 ," 5,403,482,821,185 ", 26 ," 1,910,623,448,448 ", 26 ," 1,138,885,591 "," 1,248 ",10,10,10,10,10,10,10,10,80
9NMP2LJU2,くぼっち,EYN9H9N16,蓮すきすきクラブ,17,25,34450000," 4,624,437,578,637 ", 41 ," 5,424,636,046,320 ", 22 ," 1,839,130,884,667 ", 45 , - , - ,10,10,10,10,10,10,10,10,80
NJ5M5IZWU,スクショウ畜生,3F9P3U95T,ଳ天地鱏明の空ଳ,16,27,34395000," 4,572,165,323,857 ", 45 ," 3,714,503,691,117 ", 246 ," 1,526,985,023,705 ", 158 ," 13,059,278,754 ", 19 ,10,10,10,10,10,10,10,10,80
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,16,28,34365000, - , - ," 4,745,195,635,302 ", 88 ," 1,726,868,074,953 ", 73 ," 12,819,292,226 ", 21 ,10,10,10,10,10,10,10,10,80
WBWATJ60W,はとぴ,YE7CX8RNP,蓮ノ大三十角ex,17,29,34350000," 46,993,677 "," 9,849 "," 98,651,718 "," 9,700 "," 3,883,691 "," 10,148 "," 12,713,029,585 ", 22 ,10,10,10,10,10,10,10,10,80
J2U81HBDL,Kaz@よしりこ,8P39YRA1L,慈と愉快な仲間達,3,30,34230000," 893,358,277 "," 8,483 "," 39,309,936 "," 9,968 "," 1,276,977 "," 11,020 "," 14,402,507,468 ", 11 ,10,10,10,10,10,10,10,10,80
U8OROTM2Y,なってしまった！,YCTM6RYDP,金沢おでん同好会,17,31,34155000," 142,900,571 "," 9,437 "," 2,230,413,673 "," 8,277 "," 66,340,558 "," 9,118 "," 12,892,771,178 ", 20 ,10,10,10,10,10,10,10,10,80
0USG3I0AK,TY,VW65MCVF8,スリスリーズ,15,32,34140000," 1,387,726,635,953 "," 1,346 "," 1,992,620,003,539 ", 965 ," 688,998,185,146 "," 1,223 "," 13,106,913,079 ", 18 ,10,10,10,10,10,10,10,10,80
70NE2637U,りふいっと,49AMYCXCD,ルドベキア,9,33,34115000," 5,164,426,920,740 ", 15 ," 4,745,187,257,883 ", 89 ," 2,129,795,964,859 ", 10 , - , - ,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,17,34,34090000," 5,092,828,995,989 ", 18 ," 5,486,742,842,541 ", 9 ," 2,084,972,102,177 ", 16 , - , - ,10,10,10,10,10,10,10,10,80
9ENVXR95K,マオ,M5LHG6R4T,乙宗動物園,10,35,34065000," 1,633,060,804,621 "," 1,115 "," 1,713,592,281,773 "," 1,183 "," 517,851,707 "," 7,929 "," 11,769,905,133 ", 30 ,10,10,10,10,10,10,10,10,80
XTY4GG18V,こーりん,1BME38BCD,さすさやクラブ,15,36,34020000," 1,268,996,308 "," 8,320 "," 1,527,905,119 "," 8,442 "," 233,160,128 "," 8,402 "," 11,859,392,296 ", 29 ,10,10,10,10,10,10,10,10,80
TW9L2LKS7,スクステ反抗組織,YE7CX8RNP,蓮ノ大三十角ex,15,37,33980000," 4,716,403,622,628 ", 35 ," 5,501,701,804,637 ", 4 ," 1,864,241,569,240 ", 40 , - , - ,10,10,10,10,10,10,10,10,80
TKLRD66RN,ふじーーー,3F9P3U95T,ଳ天地鱏明の空ଳ,15,38,33950000," 4,869,428,166,876 ", 29 ," 5,440,492,171,076 ", 20 ," 2,164,352,148,650 ", 5 , - , - ,10,10,10,10,10,10,10,10,80
EJHLCHP8O,めぐみアキ,PDMPF3VVV,r/LL,8,39,33930000," 146,221,509,223 "," 5,202 "," 46,894,175,655 "," 6,636 "," 3,285,977,547 "," 7,042 "," 11,697,229,729 ", 31 ,10,10,10,10,10,10,10,10,80
RV0TDDA7D,ブリてっか,EYN9H9N16,蓮すきすきクラブ,17,40,33878500," 4,556,786,298,231 ", 48 ," 5,445,310,907,298 ", 18 ," 1,501,737,999,944 ", 174 , - , - ,10,10,10,10,10,10,10,10,80
TWKTW5AVC,ライト,GXR6C85BT,花帆ちゃん親衛隊,17,41,33855000, - , - , - , - , - , - ," 11,564,465,481 ", 34 ,10,10,10,10,10,10,10,10,80
TXTPD6OZ9,stella,3F9P3U95T,ଳ天地鱏明の空ଳ,15,42,33851000," 5,197,492,193,558 ", 13 ," 4,956,145,470,165 ", 68 ," 2,123,967,385,961 ", 12 ," 1,775,208,612 ", 893 ,10,10,10,10,10,10,10,10,80
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,17,43,33840000," 5,227,356,665,090 ", 11 ," 5,441,949,226,073 ", 19 ," 1,824,639,302,881 ", 50 , - , - ,10,10,10,10,10,10,10,10,80
L8VJOGDKM,まる,3F9P3U95T,ଳ天地鱏明の空ଳ,16,44,33770000," 4,912,492,877,306 ", 27 ," 5,282,988,339,792 ", 40 ," 2,147,849,943,006 ", 9 ," 12,573,079,439 ", 25 ,10,10,10,10,10,10,10,10,80
M30MWLT24,ゆあゆあ,05KN1RR3U,さやかほ花卉園,17,45,33675000," 4,342,735,947,036 ", 79 ," 4,509,643,081,018 ", 121 ," 1,699,604,508,626 ", 86 ," 12,584,450,376 ", 24 ,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,17,46,33635000," 4,960,461,984,261 ", 22 ," 5,183,426,092,025 ", 53 ," 2,041,860,452,455 ", 20 , - , - ,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,17,47,33612500," 4,512,156,585,624 ", 57 ," 5,494,247,503,328 ", 7 ," 1,817,172,813,127 ", 53 ," 284,620,800 "," 2,282 ",10,10,10,10,10,10,10,10,80
56DXP4XGM,osA_,3F9P3U95T,ଳ天地鱏明の空ଳ,13,48,33600000," 4,947,203,192,897 ", 25 ," 5,355,070,945,499 ", 32 , - , - , - , - ,10,10,10,10,10,10,10,10,80
7RODEB74T,しよー,RWARTHA1M,乙宗梢大好き部,17,49,33590000," 4,920,434,651,769 ", 26 ," 5,095,403,164,720 ", 62 ," 1,926,003,280,899 ", 24 ," 8,240,147,493 ", 89 ,10,10,10,10,10,10,10,10,80
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,17,50,33500000," 5,010,656,186,027 ", 20 ," 5,240,855,929,784 ", 46 ," 2,059,750,138,997 ", 19 , - , - ,10,10,10,10,10,10,10,10,80
7Q17H65NQ,mitsu,YE7CX8RNP,蓮ノ大三十角ex,15,51,33465000," 3,301,093,822,189 ", 240 ," 4,522,952,197,153 ", 117 ," 1,370,590,889,223 ", 251 ," 11,129,162,591 ", 41 ,10,10,10,10,10,10,10,10,80
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,17,52,33405000," 124,512,430,693 "," 5,405 "," 109,039,763,122 "," 5,883 "," 1,455,609,652 "," 7,415 "," 11,998,353,298 ", 27 ,10,10,10,10,10,10,10,10,80
8XP3JM3HY,ハヤシモリ,,,13,53,33350000, - , - , - , - , - , - ," 11,166,466,853 ", 38 ,10,10,10,10,10,10,10,10,80
ME00V6X4B,オラトニス,3F9P3U95T,ଳ天地鱏明の空ଳ,17,54,33271000," 4,816,727,674,658 ", 33 ," 5,483,941,150,291 ", 11 ," 2,103,526,941,290 ", 14 , - , - ,10,10,10,10,10,10,10,10,80
WL6FFE9FY,もょもと,EYN9H9N16,蓮すきすきクラブ,17,55,33255000," 4,514,190,315,733 ", 56 ," 5,338,465,520,966 ", 34 ," 1,830,718,356,832 ", 46 , - , - ,10,10,10,10,10,10,10,10,80
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,15,56,33250000," 4,846,095,180,810 ", 30 , - , - ," 1,918,599,977,690 ", 25 ," 10,680,513,865 ", 49 ,10,10,10,10,10,10,10,10,80
WY7ASMM7N,ちゅん,,,10,57,33225000," 5,384,456,373 "," 7,631 "," 9,952,500,924 "," 7,562 "," 8,498,616,418 "," 6,576 "," 11,114,322,432 ", 42 ,10,10,10,10,10,10,10,10,80
NLNKEMVRB,S.R.B,H6JWBBGCG,蓮天・乙宗一心流,13,58,33185000, - , - ," 5,305,309,417,107 ", 37 ," 1,876,588,292,538 ", 37 , - , - ,10,10,10,10,10,10,10,10,80
TUHKRV0IW,ポン,EYN9H9N16,蓮すきすきクラブ,16,59,33170000," 4,271,900,351,931 ", 83 ," 5,253,850,783,656 ", 45 ," 1,596,672,163,649 ", 128 ," 11,234,428,631 ", 37 ,10,10,10,10,10,10,10,10,80
FCED0MOWI,つかべん,RWARTHA1M,乙宗梢大好き部,17,60,33165000," 4,206,139,277,126 ", 90 ," 4,575,097,968,869 ", 109 ," 1,511,324,046,056 ", 168 ," 11,442,208,977 ", 35 ,10,10,10,10,10,10,10,10,80
JRKLLY4D3,kazu,HBM31HMUY,YUKIZURI,2,61,33150000," 1,309,832,034,618 "," 1,423 "," 1,112,102,324,843 "," 1,907 "," 665,478,972,731 "," 1,277 "," 11,897,034,204 ", 28 ,10,10,10,10,10,10,10,10,80
IMAK5NFHF,よもぎ,YE7CX8RNP,蓮ノ大三十角ex,17,62,33125000," 4,491,421,911,594 ", 60 ," 5,394,674,552,494 ", 27 ," 1,818,544,560,234 ", 52 ," 10,781,786,181 ", 48 ,10,10,10,10,10,10,10,10,80
FZMYZZPRK,彩花,B2KV0EVPD,蓮ちゅきクラブ,15,63,33105000," 3,577,489,684 "," 7,822 "," 189,555,667 "," 9,479 "," 34,111,450 "," 9,371 "," 10,906,967,577 ", 46 ,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,蓮すきすきクラブ,15,64,33030000," 3,732,473,528,012 ", 158 ," 4,646,657,747,052 ", 100 ," 1,544,121,325,527 ", 147 ," 11,130,775,996 ", 40 ,10,10,10,10,10,10,10,10,80
5LL48ARPU,シュウ,3F9P3U95T,ଳ天地鱏明の空ଳ,17,64,33030000," 3,157,185,945,876 ", 288 ," 3,209,332,002,867 ", 362 ," 1,397,556,294,228 ", 237 ," 10,619,324,210 ", 50 ,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,葵,3F9P3U95T,ଳ天地鱏明の空ଳ,17,66,32989000," 5,198,794,123,348 ", 12 ," 5,596,445,599,695 ", 1 ," 1,849,532,687,562 ", 44 , - , - ,10,10,10,10,10,10,10,10,80
F7LDMC7M5,しの,2K5AM4RV0,とろぺりです,17,67,32985000," 194,462,970,968 "," 4,857 "," 319,784,684,488 "," 4,401 "," 30,529,316,902 "," 5,859 "," 10,915,087,839 ", 45 ,10,10,10,10,10,10,10,10,80
969Y977WP,k1みかん,2K5AM4RV0,とろぺりです,17,68,32940000," 746,363,457 "," 8,609 "," 513,131,636,343 "," 3,553 "," 248,312,244 "," 8,365 "," 10,988,745,692 ", 43 ,10,10,10,10,10,10,10,10,80
C7IMXOP79,ナーガ,RWARTHA1M,乙宗梢大好き部,6,69,32932500," 4,959,671,745,772 ", 23 ," 5,220,457,607,804 ", 49 ," 1,682,561,953,593 ", 98 , - , - ,10,10,10,10,10,10,10,10,80
P2ENLR3NN,ﾉﾚcｲ´=ω=,V6DV6KETG,梢好き好きクラブ,15,70,32925000," 3,283,691,752,363 ", 249 ," 3,570,045,157,666 ", 274 ," 1,201,920,664,553 ", 393 ," 11,140,038,259 ", 39 ,10,10,10,10,10,10,10,10,80
Y2LLTQ4MF,Lautrum,M5LHG6R4T,乙宗動物園,17,71,32880000," 4,431,096,566,912 ", 68 ," 4,909,544,191,095 ", 72 ," 1,764,042,069,347 ", 62 ," 10,897,271,557 ", 47 ,10,10,10,10,10,10,10,10,80
JRXUOPXXN,ぐんま,49AMYCXCD,ルドベキア,15,72,32820000," 4,982,218,510,830 ", 21 ," 5,408,311,384,861 ", 24 ," 2,075,526,998,803 ", 17 , - , - ,10,10,10,10,10,10,10,10,80
L2WFYHDCX,khani,0TKFF5EG3,サークル名募集中,17,72,32820000," 554,568,515 "," 8,765 "," 196,557,183 "," 9,456 "," 87,439,397 "," 8,988 "," 10,402,435,107 ", 54 ,10,10,10,10,10,10,10,10,80
8JKPKHDHC,ﾋﾟｭｱｽﾏｲﾙ,EYN9H9N16,蓮すきすきクラブ,16,74,32790000," 3,228,709,743,797 ", 267 ," 9,199,828,144 "," 7,601 "," 569,283,290 "," 7,877 "," 11,636,942,231 ", 32 ,10,10,10,10,10,10,10,10,80
1BNGCP38U,kino,W26TRPM1R,めぐ党藤島派,5,75,32724000," 460,496,055 "," 8,858 "," 2,399,330 "," 11,020 "," 1,309,794 "," 10,992 "," 14,254,928,277 ", 13 ,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,16,76,32700000," 4,505,970,047,012 ", 59 ," 5,378,775,243,304 ", 30 ," 1,798,152,942,494 ", 57 , - , - ,10,10,10,10,10,10,10,10,80
8DSWY1SNL,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,17,76,32700000," 4,566,928,298,803 ", 47 ," 5,500,387,785,487 ", 5 ," 1,728,882,912,398 ", 72 ," 4,427,224,997 ", 302 ,10,10,10,10,10,10,10,10,80
7604CH5KV,f,FK5MUK0ET,くる♡すきクラブ,17,78,32555000, - , - ," 5,458,228,205,205 ", 15 ," 1,887,878,840,213 ", 31 , - , - ,10,10,10,10,10,10,10,10,80
I3Z8DKKMK,naru,YCTM6RYDP,金沢おでん同好会,17,79,32535000, - , - , - , - , - , - ," 12,470,432,617 ", 26 ,10,10,10,10,10,10,10,10,80
838S79KWG,東リベは神台すよ,XGK5TRHBA,パチ○コ錬金術部,11,80,32520000," 6,698,728,082 "," 7,523 "," 170,155,639 "," 9,521 "," 371,014,717 "," 8,133 "," 11,292,143,765 ", 36 ,10,10,10,10,10,10,10,10,80
X0N1L475X,ぼた餅,PBRDPWEY1,村村会,15,81,32505000," 4,541,490,877,166 ", 50 ," 5,484,370,762,846 ", 10 ," 1,736,731,889,815 ", 66 , - , - ,10,10,10,10,10,10,10,10,80
DRSNNTTME,もや,YE7CX8RNP,蓮ノ大三十角ex,4,82,32490000," 2,996,229,552 "," 7,914 "," 14,264,217 "," 10,289 "," 3,111,272 "," 10,275 "," 10,016,093,038 ", 58 ,10,10,10,10,10,10,10,10,80
49TUEFEKF,金時草,RWARTHA1M,乙宗梢大好き部,15,83,32400000," 4,874,657,827,311 ", 28 ," 5,113,709,509,435 ", 61 ," 1,781,088,674,210 ", 60 ," 2,980,662,702 ", 517 ,10,10,10,10,10,10,10,10,80
PG3THEV4C,あお,EYN9H9N16,蓮すきすきクラブ,15,84,32378000," 93,719,339 "," 9,585 "," 3,500,886,553,408 ", 289 ," 4,933,281,398 "," 6,849 "," 11,582,212,272 ", 33 ,10,10,10,10,10,10,10,10,80
LVRF4GDVF,るびたぬ,2K5AM4RV0,とろぺりです,17,85,32370000," 12,038,133 "," 10,278 "," 79,806,647 "," 9,767 "," 21,591,399 "," 9,524 "," 10,403,175,389 ", 53 ,10,10,10,10,10,10,10,10,80
3Q65ASSTC,ほうがく,YE7CX8RNP,蓮ノ大三十角ex,16,86,32362000," 175,967,181,301 "," 4,980 "," 423,102,191 "," 9,114 "," 210,134,648 "," 8,478 ", - , - ,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,9,87,32335000," 4,417,208,525,810 ", 70 ," 5,288,667,979,073 ", 38 ," 1,978,257,272,845 ", 23 , - , - ,10,10,10,10,10,10,10,10,80
E9FMEDE4D,>M<,YDYH4VRRP,レンクウ,3,88,32310000," 548,347,163,195 "," 3,116 "," 566,620,571,076 "," 3,352 "," 424,870,318,673 "," 2,023 "," 10,151,530,848 ", 57 ,10,10,10,10,10,10,10,10,80
CS46LXDBO,ひらひら,RFYKY8DCD,LA.LA.LA,14,89,32285000," 4,824,870,563,165 ", 32 ," 5,229,201,534,049 ", 48 ," 1,877,876,866,131 ", 35 , - , - ,10,10,10,10,10,10,10,10,80
B0KUNBVED,みっくん,R1RM3X0WV,後方腕組みオタク,17,90,32280000," 10,103,052,166 "," 7,320 "," 12,989,315,035 "," 7,419 "," 1,510,932,520 "," 7,398 "," 9,684,315,287 ", 60 ,10,10,10,10,10,10,10,10,80
IN27C39RY,スス,9YM3DBTB7,泥民館,17,91,32134500," 3,745,806,276,881 ", 155 ," 5,498,334,795,999 ", 6 ," 1,537,030,160,189 ", 151 , - , - ,10,10,10,10,10,10,10,10,80
0UXX86CCP,KK,F2CFWVMY9,藤島め組,17,92,32130000, - , - , - , - , - , - ," 10,483,337,173 ", 51 ,10,10,10,10,10,10,10,10,80
XEDYAEF7D,waito,3F9P3U95T,ଳ天地鱏明の空ଳ,6,93,32112000," 5,053,344,179,499 ", 19 ," 4,512,582,772,101 ", 120 ," 1,994,017,465,658 ", 22 , - , - ,10,10,10,9,10,10,10,10,79
LEEU9JZFJ,きりんちゃん,RWARTHA1M,乙宗梢大好き部,17,94,32100000," 4,079,870,446,868 ", 100 ," 4,176,530,191,577 ", 171 ," 1,512,994,889,872 ", 166 ," 9,705,908,643 ", 59 ,10,10,10,10,10,10,10,10,80
4Y81LR241,ハス塔（とう）,F2CFWVMY9,藤島め組,8,95,32085000, - , - , - , - , - , - ," 9,443,584,353 ", 62 ,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,15,96,32069000," 5,101,254,715,161 ", 17 ," 5,029,094,035,538 ", 65 ," 1,784,911,799,654 ", 58 , - , - ,10,10,9,10,9,9,10,9,76
BJI9H7CC6,エイジ,PBRDPWEY1,村村会,12,97,32025000," 4,511,074,519,535 ", 58 ," 5,418,937,464,702 ", 23 ," 1,805,667,022,641 ", 55 , - , - ,10,10,10,10,10,10,10,10,80
OOC27PRN6,リリィ,11FB0EDDT,スクステ同好会,7,98,32015000," 4,643,265,563,979 ", 40 ," 5,349,574,993,829 ", 33 ," 1,863,743,256,811 ", 41 ," 947,300,770 "," 1,414 ",10,10,10,10,10,10,10,10,80
4W6BIX284,リリィ♡,FK5MUK0ET,くる♡すきクラブ,17,99,31985500," 4,522,150,156,332 ", 55 ," 5,056,716,973,206 ", 63 ," 1,621,861,925,332 ", 117 , - , - ,10,10,10,10,10,10,10,10,80
4N9BBW8FA,レベレンドX,PDMPF3VVV,r/LL,17,100,31980000," 2,762,826,271,159 ", 436 ," 2,909,286,851,073 ", 470 ," 844,847,233,687 ", 899 ," 10,953,346,947 ", 44 ,10,10,10,10,10,10,10,10,80
85NX5JDGB,いろはす,3F9P3U95T,ଳ天地鱏明の空ଳ,17,101,31888800," 4,829,570,396,309 ", 31 ," 4,467,257,379,303 ", 126 ," 843,952,438,611 ", 901 , - , - ,10,10,10,10,10,10,10,10,80
CO2UVBYHH,鏡,,,7,102,31875000," 4,475,454,189,994 ", 62 ," 5,042,633,706,801 ", 64 ," 1,772,689,688,158 ", 61 , - , - ,10,10,10,10,10,10,10,10,80
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,15,102,31875000," 4,145,847,183,656 ", 95 ," 4,797,617,232,134 ", 82 ," 1,593,561,145,376 ", 129 ," 9,086,170,338 ", 65 ,10,10,10,10,10,10,10,10,80
853WW4G3Q,ねぺりん,JE7V5MM31,蓮ノ沼に沈んだ泥,15,104,31815000," 125,216,880,208 "," 5,397 "," 132,106,025,854 "," 5,648 "," 31,400,924,595 "," 5,836 "," 8,950,514,802 ", 69 ,10,10,10,10,10,10,10,10,80
RND3BA6Q4,あゆ,49AMYCXCD,ルドベキア,15,105,31762000," 4,795,541,231,902 ", 34 ," 5,332,480,072,990 ", 36 ," 2,064,890,465,419 ", 18 , - , - ,10,10,10,10,10,10,10,10,80
4FGPNYMSS,てんよし,HE0GK3EPE,瑞蓮プロカ倶楽部,15,106,31732000," 3,913,104,082,455 ", 126 ," 4,915,659,854,885 ", 71 ," 1,563,126,259,004 ", 138 , - , - ,10,10,10,10,10,10,10,10,80
1P6AUGHX2,もじゃもじゃ,RWARTHA1M,乙宗梢大好き部,15,107,31723000," 3,931,654,822,269 ", 122 ," 4,314,309,382,389 ", 146 ," 1,706,353,426,093 ", 80 ," 2,239,783,139 ", 707 ,10,10,10,10,10,10,10,10,80
QTHXHSE6U,総たい,EYN9H9N16,蓮すきすきクラブ,15,108,31690000," 4,120,522,799,079 ", 96 ," 4,220,861,299,513 ", 162 ," 1,311,175,792,267 ", 298 ," 12,696,071,799 ", 23 ,10,10,10,10,10,10,10,10,80
DEVDG82YE,ジョーくん,11FB0EDDT,スクステ同好会,10,109,31686000," 4,318,663,822,982 ", 80 ," 5,230,650,242,552 ", 47 ," 1,713,006,556,490 ", 77 ," 762,274,954 "," 1,601 ",10,10,10,10,10,10,10,10,80
8GYTX89XA,藤田めぐみ,PBRDPWEY1,村村会,17,110,31684000," 3,898,238,824,184 ", 130 ," 4,662,038,524,830 ", 98 ," 1,550,048,348,423 ", 144 ," 10,178,329,304 ", 56 ,10,10,10,10,10,10,10,10,80
